id_a,id_b,name_a,name_b
27911,51345,CAMK1,CDA
52280,52881,INTS14,CLPX
36793,51483,AATF,PSMB3
16405,16844,DAPK3,NAE1
30825,53025,PTEN,PSMD2
15824,34965,LEO1,PDCD7
1885,16409,ATM,USP1
28131,16288,GDE1,PGGT1B
13062,703,GTF2H4,WDR77
36460,16844,ANK1,NAE1
5015,50823,ABCC2,BCKDK
43903,42349,PDGFRB,RARA
39043,39863,CSK,SNX24
18340,45912,RNPS1,TES
12061,16903,RIPK1,RRM1
8984,14550,CDC25B,STMN1
39280,23803,SPRED1,PHLDA1
36779,5565,TRAIP,TROAP
3355,1195,FH,INTS3
32980,9809,EPB41L2,ABL2
1966,11786,RNF213,CYP3A5
33522,30825,DCC,PTEN
429,11964,STRBP,ZNF273
11570,45392,ETAA1,RB1CC1
46538,10219,MCPH1,DDB2
50760,3744,BCL2,BIRC2
34023,31093,KRAS,TMPRSS6
4403,45958,CNGA3,CYP3A7
4077,15262,CYP1B1,PTPRF
38126,39236,HRAS,LRRC32
31341,843,HCRT,PIK3CD
37965,20205,NT5C3A,SGMS2
44930,24434,ABCG2,ADAM22
34023,33054,KRAS,HCAR1
24279,41374,HCRTR1,MAPK12
33430,27242,MED28,SFXN1
21349,52026,FAM50A,MRPL37
42491,29172,AGR2,MACC1
24272,25867,MYOCD,BRCA2
3168,44763,EDN1,TPX2
25867,27756,BRCA2,STIL
17905,29270,DDX21,NDC1
16844,17113,NAE1,SGIP1
33595,396,TTC4,WDR7
27577,69,SFN,SP6
3796,12374,DCAF15,ILF3
19034,37178,MUS81,GRWD1
52477,15964,ABCB1,HIF3A
49794,38919,IFI16,SLC22A1
41968,43060,RIC1,ARMH3
38126,10724,HRAS,SENP5
4556,22828,CREB1,GTF3C3
16844,36306,NAE1,PLXNA3
16447,16844,MORN5,NAE1
29132,24226,ALB,PRKCQ
41834,28478,FAM114A1,NRAS
48700,37010,IRF2BP1,ZNF335
46913,28478,COPS3,NRAS
27210,49242,DNAJB6,ITCH
10028,28478,GFPT2,NRAS
38126,6139,HRAS,ZNF254
13133,38200,GPI,PRKCZ
20401,18835,COL9A3,BRCA1
16327,30210,RARRES1,RPS3
1444,47686,BCR,IL27RA
11570,15061,ETAA1,MAP3K8
18651,28513,CDK9,KMT2D
26987,12656,SPAG5,FEN1
4961,37758,KCTD10,UQCRB
7965,19786,MAPK11,RET
26364,34023,GRM8,KRAS
10723,12890,MYC,RHOBTB1
15065,15623,KCTD17,NCOA3
5256,34780,IFITM2,PTCD1
51924,4551,EFEMP1,EXT1
19034,33791,MUS81,PPP1R14B
35470,29315,CKAP5,PPIE
22828,18978,GTF3C3,WDR61
39562,53442,CDKN1A,HMGA1
44930,38191,ABCG2,SEL1L
5509,1415,EGFR,FGFR2
30073,20095,AKAP4,BMP8A
5681,46813,CSTF3,SPAG7
42872,41616,BUD13,MCM4
26492,36306,AGTR1,PLXNA3
47574,29610,NHP2,SESN2
27278,39799,ACTL6A,MRPL33
16844,32814,NAE1,ZFYVE16
34023,18934,KRAS,WWP2
4113,8736,BLM,TUBG1
4113,48770,BLM,COQ8B
4113,42029,BLM,P2RY11
14787,652,ANXA9,ELF3
20726,11501,DNTT,KDR
5818,11003,CTDSPL,CYP1A2
46025,33209,FHL2,HNRNPH1
38126,3451,HRAS,KLF3
12242,10675,CSF1R,PYROXD1
15824,16901,LEO1,NDUFB1
26692,45386,TOP1,CDC73
35917,4113,MAP2K1,BLM
46318,17598,CASP3,VAV1
7245,26416,BOD1L1,RPA3
29829,43060,COG7,ARMH3
26177,43965,PLK2,RALY
14014,35917,CDK6,MAP2K1
44930,24635,ABCG2,CST4
44302,15572,RAD51B,XRCC2
18651,50559,CDK9,IGF1R
3498,23443,CKS1B,NEK2
45720,43598,PPWD1,RBM17
3634,16844,CD14,NAE1
52814,34023,EPB41L4B,KRAS
48980,49974,AKT1,FASN
16844,38398,NAE1,ZNF91
34436,31990,KIF11,PSMD1
48180,20526,TAB2,MMADHC
38627,36916,NRG2,PDGFRA
24438,43214,FGGY,DCT
16844,53698,NAE1,NEK5
10251,34023,TSPAN15,KRAS
19017,22560,PDPK1,TELO2
34023,14495,KRAS,SSH3
15623,19786,NCOA3,RET
19900,29602,HIPK1,SIKE1
23053,32296,EIF3M,HBS1L
21916,53953,DTYMK,TP53
6804,31869,ABCC4,GATA3
18416,45277,ERC2,S100A13
40669,26198,ALG10B,CYP2C19
1245,53953,ARHGEF2,TP53
45195,53205,CD248,DCST1
23742,41535,NACA,NOLC1
29201,52619,ACVRL1,NPR1
19034,24294,MUS81,POLR2L
21247,11786,CLTC,CYP3A5
28153,5436,N4BP2L2,PDS5B
11786,1153,CYP3A5,GLIPR1
25867,17579,BRCA2,KDM5C
31558,14550,CD22,STMN1
39043,26337,CSK,IL1RL2
22748,49639,SF3A1,SNX10
40258,14712,JUP,TBX15
868,50154,CDKL5,SLC28A1
48312,1201,DCK,TNK1
4095,37302,NR1I2,MOK
29352,28308,COPS4,TAF2
1497,17523,NIPBL,PARP1
34037,28478,NDUFS4,NRAS
10680,20252,BCL2L1,IAPP
24434,20693,ADAM22,PTGS1
24635,53017,CST4,SLC22A2
53931,53953,NDRG1,TP53
16844,790,NAE1,POLM
34023,11517,KRAS,PKD2
28513,53953,KMT2D,TP53
7595,26890,UBA52,ZNF101
30310,31166,RAD51,RBX1
39043,34197,CSK,PDE8A
51201,15894,F2RL1,DSG2
28478,47174,NRAS,PKIA
43060,11747,ARMH3,TRAPPC13
8160,45812,AKT2,AKT3
16654,33870,PTTG1,TOX2
17633,18049,CARM1,MAP2K7
21599,28478,IREB2,NRAS
46715,11003,CAPN6,CYP1A2
27351,50318,NTRK1,SRSF1
15824,11089,LEO1,PMF1
42576,49904,THOP1,DDX51
33906,23269,C17orf80,RAD51C
47640,18337,CRK,YES1
15824,29587,LEO1,RPTOR
4113,13815,BLM,RAX
41993,40731,CDC25A,PIK3CB
28478,48469,NRAS,RNF20
51847,34023,A2ML1,KRAS
42050,53953,ERICH5,TP53
18044,46624,NFYB,RAPH1
33133,34315,ARSK,LRCH4
34023,14581,KRAS,KRTAP11-1
28478,6395,NRAS,UBC
17523,6302,PARP1,STAT3
16654,27345,PTTG1,ZNF358
39121,10723,KBTBD12,MYC
1841,34527,PLA2G2E,MSH2
25450,41753,CYP2C9,PPP3CB
23039,16844,BOK,NAE1
12929,34023,DGLUCY,KRAS
2023,38126,HEATR1,HRAS
10680,34792,BCL2L1,BSG
38126,8348,HRAS,PINK1
10723,31285,MYC,PIGN
18810,46424,CYP3A4,RPL35
10111,50987,EXO1,MITF
30825,14874,PTEN,HBP1
24504,38126,HNRNPC,HRAS
12005,30630,MAP3K7,YAF2
41374,18429,MAPK12,SKP2
36916,26692,PDGFRA,TOP1
46229,28725,DHX37,OGFOD1
11426,34023,RPP25L,KRAS
53953,44966,TP53,PLAC8
12559,8198,PEF1,YARS2
3622,24313,CRB3,EVPL
22938,28478,ADH1A,NRAS
52654,27881,SEMA4F,SRRM1
37119,52982,WNK1,WRN
42509,10908,INTS8,SOX10
11003,11778,CYP1A2,FLT3LG
35985,44472,EXOSC9,MRPS16
42757,53953,LATS1,TP53
10800,8552,FOXM1,PF4V1
37853,45673,BUB1B,KNSTRN
25450,15755,CYP2C9,FANCF
30305,33441,CD151,MOS
38126,45852,HRAS,ATXN1L
38126,34306,HRAS,PLB1
21613,23053,ASCC3,EIF3M
44930,4469,ABCG2,SKP1
38126,24475,HRAS,RFX4
4113,5623,BLM,VCP
18331,34023,DKC1,KRAS
27351,24226,NTRK1,PRKCQ
25867,25169,BRCA2,ELK4
22574,25978,ACO2,L3MBTL2
19367,29627,SLC52A2,NRIP1
12288,6085,BRD4,PTAR1
30825,18469,PTEN,B3GNT7
43903,22944,PDGFRB,WNT5A
13456,37876,JAK2,FBN1
45389,14550,DOT1L,STMN1
20926,38005,RNH1,TAF10
14509,25867,HERC3,BRCA2
22860,35685,COG3,NOL8
28478,548,NRAS,ZFP37
21243,31740,ALKBH8,GUK1
37879,42576,CSNK1E,THOP1
19979,31499,PPIH,UTP11
53503,26148,AMOTL2,FNDC3B
29160,51717,ALPK1,TUBB1
23742,51941,NACA,NDUFB4
30825,42915,PTEN,TACSTD2
21992,34023,RAB9B,KRAS
35850,19130,BUB1,GINS1
22959,33595,HSCB,TTC4
5135,53953,ENPP2,TP53
46382,53017,LDLRAD4,SLC22A2
28478,5287,NRAS,OLIG2
15541,16844,CCDC115,NAE1
31956,19855,MAPRE1,PEX2
22131,3355,XPO7,FH
33681,41611,ABCB11,SMO
38126,47443,HRAS,LMO3
18810,80,CYP3A4,TAP2
12656,41566,FEN1,PARP2
34657,29749,BCCIP,CCND1
10800,15512,FOXM1,PF4
16844,40671,NAE1,UBE4B
12175,9848,CYP2B6,DDR1
6121,6085,GTF2I,PTAR1
53353,6914,DLST,MED23
17687,3745,ATAD5,TOPBP1
6938,6722,NCBP1,NUDC
19741,2,EEF1D,PYCR3
49242,35590,ITCH,PRKAA1
10103,45698,MAP1S,PGLS
51047,50154,MARK1,SLC28A1
45776,5608,PHLDB1,PTPN14
25450,41611,CYP2C9,SMO
34792,41448,BSG,LIG1
14317,45988,RPL5,HNRNPA1
30293,18835,AGO2,BRCA1
8764,6166,BTD,MYBL2
50923,9432,ANLN,CAV1
4886,16844,CRELD2,NAE1
24472,16844,FOXO4,NAE1
3533,35783,IMP3,RPUSD2
26411,16903,MAPKAP1,RRM1
7935,43093,CLIP3,PNMA8A
33401,9064,AMPD2,MAP2
50760,34521,BCL2,HECTD3
45958,46,CYP3A7,EPB42
48983,13554,EDA,SSTR5
16654,10350,PTTG1,PTPN2
19152,12242,ATF5,CSF1R
16654,6701,PTTG1,POLR3K
41448,16844,LIG1,NAE1
18810,6383,CYP3A4,PLEKHM1
34023,11566,KRAS,AP2M1
1885,20922,ATM,MRE11
44930,1546,ABCG2,LAPTM4B
47686,36916,IL27RA,PDGFRA
19034,51394,MUS81,GMEB2
5015,26928,ABCC2,XRCC6
46427,26692,TIPARP,TOP1
32400,51172,ABCC10,HCFC1
33832,42895,ALDOA,HK2
45307,2721,COL4A2,KIRREL1
34023,3752,KRAS,SQSTM1
1444,36532,BCR,EHF
31711,16903,KHK,RRM1
11003,44601,CYP1A2,FCN3
39241,18927,CMAS,TBL1XR1
42985,8243,KCNJ13,ORM1
19485,38985,MDM2,MMP28
38126,6395,HRAS,UBC
8164,36713,E2F1,TUBA1B
38126,5380,HRAS,SEM1
39562,7288,CDKN1A,TK1
51277,18927,CYB5R4,TBL1XR1
30825,45741,PTEN,CPPED1
45958,26539,CYP3A7,PTPRD
19259,942,HDAC2,KLHL23
27854,34023,SLC2A2,KRAS
21613,26743,ASCC3,AURKA
34023,53953,KRAS,TP53
8351,27351,GPC5,NTRK1
39043,27854,CSK,SLC2A2
16654,42582,PTTG1,WDR36
8090,12238,ROMO1,SKA3
2497,53017,MAML1,SLC22A2
13456,50334,JAK2,HERPUD1
23035,18207,FOXA1,TC2N
22118,15824,CENPK,LEO1
30128,38126,RPF2,HRAS
21599,48859,IREB2,SLTM
38126,52439,HRAS,NKAP
32317,15543,KMT2E,MLH1
13932,10723,LCMT1,MYC
48980,53148,AKT1,BTG2
21775,22097,ABCA3,INTS6L
50287,39099,NUP88,DHX36
18393,36808,LTC4S,MST1R
17430,10723,PAK6,MYC
43722,7683,FDPS,PNN
4010,34023,DDX46,KRAS
22469,16844,IGBP1,NAE1
29806,30128,ATP1A1,RPF2
39043,44930,CSK,ABCG2
10243,18296,HLX,NEUROG2
28478,17421,NRAS,USP25
19034,26796,MUS81,ZNF133
21194,35437,TFIP11,TRMT2A
39799,12944,MRPL33,PSMD4
5509,14743,EGFR,PIK3R1
38126,11141,HRAS,TEAD1
36707,27315,PELO,SNRPB
17365,36805,KIT,TFAP2B
11003,15903,CYP1A2,DBF4
1391,11446,SFPQ,RBM26
45386,6914,CDC73,MED23
50122,29132,ABCB6,ALB
5508,34023,AMFR,KRAS
29447,49201,ARL2,CENPM
8181,13515,OSMR,PLEC
1885,134,ATM,CDK4
3431,34023,ZNF485,KRAS
1870,31356,ATXN10,POLR2K
39043,51594,CSK,GRB2
45936,4924,MXD4,RPRD1B
32967,46068,TNK2,GTF2H3
44930,50,ABCG2,ZNF140
50823,6542,BCKDK,SLCO1B3
22438,48303,EIF4E,MTOR
24434,43903,ADAM22,PDGFRB
38126,34113,HRAS,IL24
15868,3368,GFER,NFE2L1
24958,18835,NCBP2,BRCA1
34023,22390,KRAS,ARRDC1
38126,43063,HRAS,TBCD
11570,52035,ETAA1,APOC1
20510,1524,EPHA2,PKLR
3768,31440,BCL2L2,SYNJ2BP
34023,24406,KRAS,CLP1
16641,16844,ABRAXAS2,NAE1
50482,40468,ITGB7,PTPRE
28478,9600,NRAS,THRSP
20205,6085,SGMS2,PTAR1
38126,44332,HRAS,KCNV1
851,38126,COPS2,HRAS
50280,38186,TYMS,HMGB1
17671,28478,KANSL1,NRAS
19378,16844,CUL3,NAE1
30825,2594,PTEN,TMEM259
25726,18440,CDC26,PITRM1
17365,49639,KIT,SNX10
14014,52511,CDK6,SSBP1
1145,12238,GNL3L,SKA3
52477,7965,ABCB1,MAPK11
11570,44158,ETAA1,LRRC59
27304,47666,CDK12,GRIK5
16502,34436,CENPP,KIF11
39043,12604,CSK,TTC3
4316,28102,ANK3,CYP2D6
16883,28478,EMID1,NRAS
33681,4778,ABCB11,RAD9A
20169,14550,FN3K,STMN1
29132,7297,ALB,TMEFF1
1444,47129,BCR,NFATC2IP
39043,29025,CSK,IGSF6
51693,34023,REG1A,KRAS
41521,32294,FBXW7,RAG1
51839,30093,CAMK2G,PRKCD
38126,26770,HRAS,TFB2M
29806,35985,ATP1A1,EXOSC9
50528,31356,EIF4G1,POLR2K
8588,30825,RIT2,PTEN
9185,18107,RNGTT,TRIM54
46985,51615,AIF1,LY86
48610,50280,DUT,TYMS
47124,45501,CYP2C8,HACE1
50760,22438,BCL2,EIF4E
30825,6346,PTEN,PAPLN
53247,18177,DYNC1LI1,METTL6
39043,27676,CSK,KCNH5
1156,24279,AOC3,HCRTR1
28506,49946,FAM83D,NR4A3
4961,29856,KCTD10,MRPS28
32281,46813,PAXBP1,SPAG7
38423,26644,IGFBP3,TNFRSF10B
34023,10362,KRAS,SSU72
53282,16844,CUL9,NAE1
33430,52003,MED28,PPCS
16844,8648,NAE1,TMEM86B
26692,30854,TOP1,TST
34953,4761,ABCC1,ADA2
4315,16844,FLOT2,NAE1
39568,32152,RHAG,TEAD4
4077,26539,CYP1B1,PTPRD
45195,49303,CD248,TAF4
45525,6556,MEN1,RPL22
14234,1661,WBP11,XPO1
27351,14317,NTRK1,RPL5
41459,37010,NCAPH2,ZNF335
38093,16844,CAND1,NAE1
1966,4095,RNF213,NR1I2
18440,24677,PITRM1,PMPCB
39043,33039,CSK,AHSG
28254,26093,CIT,ZNF830
47617,36707,EXOSC6,PELO
4113,40091,BLM,PSMD11
48980,14550,AKT1,STMN1
26793,28478,NANP,NRAS
4797,19786,FZD2,RET
9439,5647,QSOX1,TRPM3
6914,44847,MED23,SLC39A9
14792,472,HDAC6,PBRM1
44256,29748,GHSR,HM13
29364,18835,KANK2,BRCA1
19034,47440,MUS81,EIF2B4
29702,46881,FOXO3,RIDA
16157,18835,PIGX,BRCA1
42957,53442,ATR,HMGA1
19034,10651,MUS81,TWIST1
28735,35985,CWC22,EXOSC9
17484,43898,ZNF430,ZNF708
4113,47117,BLM,BOLA1
4941,5316,CPE,DNTTIP1
43751,13268,ARIH1,KIF14
39909,11714,EPB41L1,FYN
15824,25336,LEO1,LUC7L3
10723,18835,MYC,BRCA1
28478,43991,NRAS,OR13A1
47662,27968,TMEM230,COPS8
45958,50318,CYP3A7,SRSF1
19034,10219,MUS81,DDB2
41521,1547,FBXW7,TBCB
50760,13688,BCL2,SOD2
35277,25450,CXCR3,CYP2C9
20956,17523,PEG3,PARP1
13414,38171,CTSG,PDAP1
41521,44824,FBXW7,PUF60
38126,26793,HRAS,NANP
39145,16844,CASP1,NAE1
28102,36532,CYP2D6,EHF
42741,34023,DPAGT1,KRAS
37879,16844,CSNK1E,NAE1
34023,19786,KRAS,RET
34023,33369,KRAS,CLNS1A
50732,13596,NPLOC4,SLC38A10
4797,8243,FZD2,ORM1
20719,5806,CTBP2,TCF7L2
4113,46585,BLM,LMNA
44533,15242,DCAF12,RMND5A
23247,16844,EP400,NAE1
341,45321,WARS2,ZWINT
53201,25523,MYB,SLCO4A1
37434,46487,PLXNB2,TMEM184B
16654,48263,PTTG1,RSPRY1
25450,13688,CYP2C9,SOD2
30340,30748,ACIN1,BRF1
2697,17873,C11orf58,ARPC5
32111,47574,GTF2H1,NHP2
44930,1153,ABCG2,GLIPR1
34692,34485,TDP1,YLPM1
45822,38126,GATA6,HRAS
15824,30458,LEO1,RPP38
17523,27708,PARP1,ZBED4
46682,9848,ATP2C2,DDR1
30825,1971,PTEN,GTF3C4
16654,51293,PTTG1,PEX3
17762,22974,NDUFAF4,TPRKB
2831,27351,CCND3,NTRK1
16654,50862,PTTG1,FAM13A
29132,1815,ALB,HLA-DRA
12242,46424,CSF1R,RPL35
16712,16903,CAMK1D,RRM1
19034,19766,MUS81,SEZ6L2
5046,30825,PRKAG3,PTEN
17873,28131,ARPC5,GDE1
4113,12760,BLM,ARCN1
38585,31347,DCHS2,S100A11
16774,261,MASTL,ZNF511
19034,44758,MUS81,TTC17
11302,3922,DLAT,CNOT8
16654,42552,PTTG1,PRKAB2
30825,16041,PTEN,ZNF574
52049,34023,POLA1,KRAS
48980,16844,AKT1,NAE1
16844,7391,NAE1,TMEM95
16654,26743,PTTG1,AURKA
53365,21415,ADPRM,URI1
13088,14490,ERBB2,VEGFA
49468,16844,CIC,NAE1
41576,52204,ADH6,RPL22L1
50885,4077,BIRC3,CYP1B1
24118,34905,GLT8D1,TMEM115
18256,30462,MT1X,PMS2
19979,49197,PPIH,ZNF684
20262,14495,NECTIN2,SSH3
16879,48978,ISG15,OASL
45386,1029,CDC73,REXO2
3165,17687,ALDH2,ATAD5
5309,38126,FA2H,HRAS
34023,36351,KRAS,PPARD
38141,21664,CCT2,SYNE2
23742,24677,NACA,PMPCB
1885,53953,ATM,TP53
9879,18843,LHB,PPP2R3A
48312,48180,DCK,TAB2
3471,28102,CXCR4,CYP2D6
10164,34295,ARGLU1,SNRPC
17365,9960,KIT,ZNF473
52477,34521,ABCB1,HECTD3
22549,21092,EXOC5,SGPP1
35937,34023,CSN1S1,KRAS
4961,50015,KCTD10,MRPL43
1971,10723,GTF3C4,MYC
29103,38126,DUSP22,HRAS
17523,47749,PARP1,PIK3CA
38141,50334,CCT2,HERPUD1
52477,35144,ABCB1,DAPK2
28102,21640,CYP2D6,UBA6
18444,16844,GPRIN2,NAE1
16654,42806,PTTG1,STOX1
12242,14256,CSF1R,TJP1
52511,26644,SSBP1,TNFRSF10B
21124,11003,CRYBB2,CYP1A2
25410,40913,C1S,CYP19A1
31347,17708,S100A11,SLC10A6
28478,18381,NRAS,TOMM20
4961,18978,KCTD10,WDR61
53201,25436,MYB,MARS2
45529,12969,SPINT2,SUMO1
7683,18978,PNN,WDR61
40608,33430,ATP6V1G1,MED28
52477,34219,ABCB1,CD47
23839,28478,EIF2AK2,NRAS
18927,30611,TBL1XR1,TOMM22
16654,45321,PTTG1,ZWINT
38157,51531,GADD45A,HERC5
53953,9287,TP53,HINT3
50760,35439,BCL2,KCNQ4
27019,53986,ATP13A1,MRPL34
15135,16485,SLC38A2,RAB1A
38823,716,TRMT5,TUBGCP3
7327,33595,MRPS23,TTC4
992,716,RINT1,TUBGCP3
6231,2568,DUS3L,RNF126
28006,15894,CHMP4C,DSG2
30825,753,PTEN,RHBDD3
20510,52619,EPHA2,NPR1
21364,47496,HSBP1L1,TSC22D2
42474,21102,ASAP1,PRKAR1A
36350,34436,CEP192,KIF11
5509,10723,EGFR,MYC
12604,28478,TTC3,NRAS
4113,4010,BLM,DDX46
10723,44077,MYC,NCOR1
34023,14743,KRAS,PIK3R1
11786,49242,CYP3A5,ITCH
21775,35487,ABCA3,GBP4
720,38343,RBM39,SLIT2
16766,34527,DHFR,MSH2
34023,23117,KRAS,POLE2
30825,23116,PTEN,KLF2
16091,23578,HOXA1,TCEA3
2357,38126,MFF,HRAS
15308,39587,CA4,KCNH6
34023,35032,KRAS,SLC23A2
29546,7453,IGF1,ZBTB32
31847,34023,BTBD9,KRAS
32339,42908,DCTN4,INTS5
34023,30564,KRAS,ASPM
9211,18835,TSPYL5,BRCA1
19362,45545,ILF2,RCOR3
13061,29546,ERCC1,IGF1
45034,30825,CCDC27,PTEN
28684,10723,C1orf54,MYC
4113,51519,BLM,TREX2
46368,38126,CPNE1,HRAS
16654,31285,PTTG1,PIGN
23334,34023,PTPN1,KRAS
34023,45512,KRAS,TTI2
2645,33430,ANAPC13,MED28
1288,21641,ACVR1,PIK3CG
42908,34436,INTS5,KIF11
3799,16844,DONSON,NAE1
49011,38398,ZNF506,ZNF91
6779,30672,PPP1R15A,CEBPB
35630,18337,DYNLL1,YES1
52469,16499,GNS,ITFG1
40608,23026,ATP6V1G1,MBTPS2
34023,29203,KRAS,PHF3
12970,50154,DLGAP4,SLC28A1
34023,29419,KRAS,MICALL2
44930,26692,ABCG2,TOP1
19410,17523,CIP2A,PARP1
3744,29748,BIRC2,HM13
8458,53953,GSK3B,TP53
26610,3490,SAFB2,CNNM3
28867,28478,STRADA,NRAS
4113,27188,BLM,INSL3
26176,53953,PSMD9,TP53
11003,2497,CYP1A2,MAML1
39597,3355,ANKZF1,FH
28478,22368,NRAS,RPL30
40375,4961,CHMP2A,KCTD10
44094,18468,CSNK1G3,GIN1
10800,52317,FOXM1,OTUD4
6063,18835,TRA2B,BRCA1
16654,14267,PTTG1,STK16
49201,38461,CENPM,CEP152
20631,43598,NCAPD2,RBM17
15824,26411,LEO1,MAPKAP1
13315,42927,CASP8,FAT1
8654,21849,CDT1,CNOT3
46382,28102,LDLRAD4,CYP2D6
34023,21194,KRAS,TFIP11
29492,16041,RPL10,ZNF574
50532,25867,ATP11B,BRCA2
38126,4777,HRAS,MDH1
4113,24809,BLM,TNFRSF13C
29447,34295,ARL2,SNRPC
17275,45073,PLEKHO1,SYT11
35487,17365,GBP4,KIT
38186,53076,HMGB1,HNRNPA2B1
45525,47943,MEN1,TSC1
48948,49551,DCXR,PRKAB1
50923,52139,ANLN,MET
34023,19336,KRAS,RPS11
42541,30748,PRR14,BRF1
48980,50719,AKT1,TPSAB1
33401,4095,AMPD2,NR1I2
38847,30776,SP1,UPP1
42380,28725,CLDN11,OGFOD1
9613,29755,MMP25,SLC16A8
11302,36916,DLAT,PDGFRA
39655,38901,SLC35A4,ZBTB20
16844,38787,NAE1,REN
10751,10586,POLE,UNG
38126,33236,HRAS,SMURF2
18610,22738,KIF20A,RYR2
16104,13251,PRKCA,STAT5B
42707,9150,GAL,OR2L3
4073,20649,CAPRIN1,UGP2
6863,7862,TOP3A,WEE1
13133,24157,GPI,PTPRZ1
12242,7297,CSF1R,TMEFF1
12061,5832,RIPK1,SLC29A1
40256,21641,FABP4,PIK3CG
30825,39451,PTEN,ATMIN
50050,10170,NDUFS7,WDR18
36916,25258,PDGFRA,SCAF11
38126,26337,HRAS,IL1RL2
15785,31356,MRPL27,POLR2K
27020,16903,CFLAR,RRM1
28478,2930,NRAS,UNC13C
6804,46538,ABCC4,MCPH1
22103,40491,CD63,DAB2
134,24850,CDK4,RELA
34436,50280,KIF11,TYMS
34023,39203,KRAS,STAT2
41329,36688,FGFR3,SPHK1
34023,44109,KRAS,CA5B
42908,37890,INTS5,NDUFB2
14603,16844,AVPI1,NAE1
21247,9848,CLTC,DDR1
34023,26177,KRAS,PLK2
38126,30024,HRAS,MAP4
20767,34023,BACH2,KRAS
28478,9354,NRAS,RSPH14
49469,14317,NOL10,RPL5
30981,50490,LARP1,TCOF1
25450,11302,CYP2C9,DLAT
29376,25436,BCS1L,MARS2
47720,36707,EBNA1BP2,PELO
25867,33477,BRCA2,LCK
16654,19423,PTTG1,SSR3
9848,49639,DDR1,SNX10
46538,22317,MCPH1,PPARA
35580,24119,BCAT2,DMPK
18804,37084,FLT3,VHL
23594,11786,AKR7A2,CYP3A5
15824,13395,LEO1,NAT10
53953,28646,TP53,GRIN2B
6383,19786,PLEKHM1,RET
10757,12531,FAM83F,MARVELD2
12190,27351,MBD4,NTRK1
26743,51345,AURKA,CDA
2429,32451,GIPC1,LAMA5
11149,34023,INO80E,KRAS
26743,18835,AURKA,BRCA1
16844,10472,NAE1,SLC9B2
39043,51955,CSK,PLEKHG4
39568,27604,RHAG,TMEM189
22909,31356,CDC27,POLR2K
14957,16844,KLF5,NAE1
50280,702,TYMS,BARD1
30825,4235,PTEN,HES5
35985,3355,EXOSC9,FH
8587,25904,MAP3K9,CLDN4
38141,10553,CCT2,MAP3K1
33405,38919,EGR3,SLC22A1
42906,12772,MAP2K5,PIK3C2B
39695,34023,HOXD1,KRAS
18375,34179,B3GNT2,RANBP9
34023,48846,KRAS,RXRG
12562,24504,RTRAF,HNRNPC
19034,44346,MUS81,HTR7
44227,6197,IL13RA1,PLS3
5580,34023,TMEM248,KRAS
19900,25037,HIPK1,SLC29A2
2697,7131,C11orf58,PSMD12
26416,18978,RPA3,WDR61
1444,46960,BCR,TRIP11
21775,4316,ABCA3,ANK3
36110,37860,GLUD2,MTREX
42942,1391,FSTL1,SFPQ
16844,53762,NAE1,NABP1
39043,23695,CSK,GAS2L2
37727,51715,SH2D4A,B4GALT1
22102,15517,MRPL2,USP36
18950,30825,CEACAM4,PTEN
38126,47862,HRAS,PSMD6
24148,10723,HSD17B4,MYC
34023,30814,KRAS,CAMK2D
39043,33213,CSK,C1orf21
8896,15908,CCDC22,PQBP1
38126,22490,HRAS,SH2D3A
7245,16901,BOD1L1,NDUFB1
38126,7515,HRAS,UBE2R2
34023,17761,KRAS,CDC7
18900,30825,CSRP1,PTEN
34662,21641,MCL1,PIK3CG
42908,47446,INTS5,SF1
16844,50280,NAE1,TYMS
46784,9681,RAD17,RBM12
6395,34023,UBC,KRAS
46682,967,ATP2C2,FKBP14
48949,28478,CHRNB4,NRAS
16844,1102,NAE1,POT1
53953,1288,TP53,ACVR1
42136,5565,MCRS1,TROAP
16654,10698,PTTG1,BPNT1
44268,34023,KHDRBS3,KRAS
3049,39431,ERG,SLC4A2
23713,1524,MASP2,PKLR
46070,22410,CTNNBL1,EXOSC4
10337,17365,COL3A1,KIT
47720,3135,EBNA1BP2,SEH1L
16389,28478,MRPL39,NRAS
10680,50418,BCL2L1,TLR1
36435,18049,CKM,MAP2K7
29132,21640,ALB,UBA6
32317,25455,KMT2E,NFKB2
49040,34023,RNF130,KRAS
10768,43903,CNR1,PDGFRB
1029,18978,REXO2,WDR61
44930,20168,ABCG2,PDE6H
42114,47533,GRHL2,NECTIN4
32649,18835,RRM2B,BRCA1
13062,9875,GTF2H4,TFB1M
50619,45545,ARID4B,RCOR3
21775,46437,ABCA3,CEACAM1
8304,2329,DDR2,RPN1
5509,4778,EGFR,RAD9A
41103,43637,CHEK1,MIA
39605,34023,CRYL1,KRAS
23545,29270,SASS6,NDC1
27719,48716,AADAC,ZIM2
43751,20831,ARIH1,RPS18
34023,13887,KRAS,TEF
26760,36994,COL1A2,LCN15
28971,9331,FARSA,RANBP3
16654,44610,PTTG1,DBNL
45389,51594,DOT1L,GRB2
46605,50154,CDKN2A,SLC28A1
43903,49830,PDGFRB,ABL1
9396,53953,AARD,TP53
15702,38126,CTNS,HRAS
28254,10583,CIT,DBH
39043,7603,CSK,BBS2
52881,12242,CLPX,CSF1R
28478,34306,NRAS,PLB1
39241,5247,CMAS,MAX
